StartMeasure,car2,121
EndMeasure,car2,125
StartMeasure,car3,71
EndMeasure,car3,76
StartMeasure,car4,118
EndMeasure,car4,123
StartMeasure,car5,105
EndMeasure,car5,113
StartMeasure,car6,120
EndMeasure,car6,126
StartMeasure,car7,77
EndMeasure,car7,81
StartMeasure,car8,106
EndMeasure,car8,111
StartMeasure,car9,116
EndMeasure,car9,122
StartMeasure,car0,108
EndMeasure,car0,111
StartMeasure,car1,90
EndMeasure,car1,99
StartMeasure,car2,73
EndMeasure,car2,77
StartMeasure,car3,78
EndMeasure,car3,84
StartMeasure,car4,74
EndMeasure,car4,79
StartMeasure,car5,115
EndMeasure,car5,119
StartMeasure,car6,71
EndMeasure,car6,73
StartMeasure,car7,89
EndMeasure,car7,89
StartMeasure,car8,119
EndMeasure,car8,119
StartMeasure,car9,71
EndMeasure,car9,73
StartMeasure,car0,111
EndMeasure,car0,118
StartMeasure,car1,104
EndMeasure,car1,110
StartMeasure,car2,82
EndMeasure,car2,89
StartMeasure,car3,85
EndMeasure,car3,88
StartMeasure,car4,81
EndMeasure,car4,85
StartMeasure,car5,128
EndMeasure,car5,134
StartMeasure,car6,81
EndMeasure,car6,81
StartMeasure,car7,92
EndMeasure,car7,98
StartMeasure,car8,127
EndMeasure,car8,127
StartMeasure,car9,75
EndMeasure,car9,80
StartMeasure,car0,119
EndMeasure,car0,123
StartMeasure,car1,110
EndMeasure,car1,112
StartMeasure,car2,90
EndMeasure,car2,92
StartMeasure,car3,97
EndMeasure,car3,106
StartMeasure,car4,86
EndMeasure,car4,89
StartMeasure,car5,73
EndMeasure,car5,74
StartMeasure,car6,83
EndMeasure,car6,92
StartMeasure,car7,101
EndMeasure,car7,102
StartMeasure,car8,78
EndMeasure,car8,78
StartMeasure,car9,87
EndMeasure,car9,90
StartMeasure,car0,71
EndMeasure,car0,73
StartMeasure,car1,121
EndMeasure,car1,127
StartMeasure,car2,98
EndMeasure,car2,100
StartMeasure,car3,111
EndMeasure,car3,112
StartMeasure,car4,96
EndMeasure,car4,101
StartMeasure,car5,80
EndMeasure,car5,81
StartMeasure,car6,94
EndMeasure,car6,98
StartMeasure,car7,109
EndMeasure,car7,110
StartMeasure,car8,82
EndMeasure,car8,83
StartMeasure,car9,93
EndMeasure,car9,95
StartMeasure,car0,73
EndMeasure,car0,77
StartMeasure,car1,72
EndMeasure,car1,80
StartMeasure,car2,102
EndMeasure,car2,110
StartMeasure,car3,114
EndMeasure,car3,119
StartMeasure,car4,104
EndMeasure,car4,104
StartMeasure,car5,83
EndMeasure,car5,85
StartMeasure,car6,106
EndMeasure,car6,113
StartMeasure,car7,111
EndMeasure,car7,111
StartMeasure,car8,87
EndMeasure,car8,92
StartMeasure,car9,103
EndMeasure,car9,106
StartMeasure,car0,80
EndMeasure,car0,83
StartMeasure,car1,82
EndMeasure,car1,85
StartMeasure,car2,114
EndMeasure,car2,116
StartMeasure,car3,120
EndMeasure,car3,126
StartMeasure,car4,105
EndMeasure,car4,114
StartMeasure,car5,87
EndMeasure,car5,96
StartMeasure,car6,118
EndMeasure,car6,118
StartMeasure,car7,116
EndMeasure,car7,120
StartMeasure,car8,100
EndMeasure,car8,108
StartMeasure,car9,110
EndMeasure,car9,110
StartMeasure,car0,84
EndMeasure,car0,92
StartMeasure,car1,94
EndMeasure,car1,94
StartMeasure,car2,116
EndMeasure,car2,124
StartMeasure,car3,77
EndMeasure,car3,85
StartMeasure,car4,114
EndMeasure,car4,120
StartMeasure,car5,99
EndMeasure,car5,104
StartMeasure,car6,126
EndMeasure,car6,130
StartMeasure,car7,121
EndMeasure,car7,124
StartMeasure,car8,109
EndMeasure,car8,111
StartMeasure,car9,114
EndMeasure,car9,119
StartMeasure,car0,99
EndMeasure,car0,99
StartMeasure,car1,96
EndMeasure,car1,100
StartMeasure,car2,72
EndMeasure,car2,77
StartMeasure,car3,85
EndMeasure,car3,91
StartMeasure,car4,129
EndMeasure,car4,137
StartMeasure,car5,108
EndMeasure,car5,112
StartMeasure,car6,75
EndMeasure,car6,77
StartMeasure,car7,79
EndMeasure,car7,82
StartMeasure,car8,117
EndMeasure,car8,122
StartMeasure,car9,121
EndMeasure,car9,128
StartMeasure,car0,107
EndMeasure,car0,109
StartMeasure,car1,102
EndMeasure,car1,104
StartMeasure,car2,82
EndMeasure,car2,87
StartMeasure,car3,100
EndMeasure,car3,102
StartMeasure,car4,79
EndMeasure,car4,86
StartMeasure,car5,114
EndMeasure,car5,121
StartMeasure,car6,80
EndMeasure,car6,82
StartMeasure,car7,89
EndMeasure,car7,95
StartMeasure,car8,74
EndMeasure,car8,81
StartMeasure,car9,76
EndMeasure,car9,84
StartMeasure,car0,115
EndMeasure,car0,118
StartMeasure,car1,106
EndMeasure,car1,112
StartMeasure,car2,93
EndMeasure,car2,93
StartMeasure,car3,108
EndMeasure,car3,117
StartMeasure,car4,86
EndMeasure,car4,88
StartMeasure,car5,71
EndMeasure,car5,73
StartMeasure,car6,87
EndMeasure,car6,95
StartMeasure,car7,98
EndMeasure,car7,98
StartMeasure,car8,84
EndMeasure,car8,90
StartMeasure,car9,87
EndMeasure,car9,93
StartMeasure,car0,118
EndMeasure,car0,122
StartMeasure,car1,120
EndMeasure,car1,124
StartMeasure,car2,95
EndMeasure,car2,102
StartMeasure,car3,117
EndMeasure,car3,122
StartMeasure,car4,89
EndMeasure,car4,94
StartMeasure,car5,76
EndMeasure,car5,82
StartMeasure,car6,96
EndMeasure,car6,103
StartMeasure,car7,105
EndMeasure,car7,105
StartMeasure,car8,90
EndMeasure,car8,95
StartMeasure,car9,102
EndMeasure,car9,108
StartMeasure,car0,78
EndMeasure,car0,78
StartMeasure,car1,76
EndMeasure,car1,78
StartMeasure,car2,106
EndMeasure,car2,108
StartMeasure,car3,72
EndMeasure,car3,75
StartMeasure,car4,101
EndMeasure,car4,102
StartMeasure,car5,84
EndMeasure,car5,86
StartMeasure,car6,109
EndMeasure,car6,113
StartMeasure,car7,106
EndMeasure,car7,106
StartMeasure,car8,99
EndMeasure,car8,105
StartMeasure,car9,116
EndMeasure,car9,121
StartMeasure,car0,79
EndMeasure,car0,84
StartMeasure,car1,87
EndMeasure,car1,93
StartMeasure,car2,111
EndMeasure,car2,117
StartMeasure,car3,75
EndMeasure,car3,80
StartMeasure,car4,110
EndMeasure,car4,111
StartMeasure,car5,87
EndMeasure,car5,91
StartMeasure,car6,113
EndMeasure,car6,115
StartMeasure,car7,111
EndMeasure,car7,119
StartMeasure,car8,106
EndMeasure,car8,113
StartMeasure,car9,70
EndMeasure,car9,72
StartMeasure,car0,93
EndMeasure,car0,102
StartMeasure,car1,97
EndMeasure,car1,104
StartMeasure,car2,122
EndMeasure,car2,122
StartMeasure,car3,84
EndMeasure,car3,91
StartMeasure,car4,118
EndMeasure,car4,123
StartMeasure,car5,98
EndMeasure,car5,102
StartMeasure,car6,122
EndMeasure,car6,130
StartMeasure,car7,123
EndMeasure,car7,123
StartMeasure,car8,113
EndMeasure,car8,114
StartMeasure,car9,72
EndMeasure,car9,72
StartMeasure,car0,105
EndMeasure,car0,114
StartMeasure,car1,110
EndMeasure,car1,114
StartMeasure,car2,75
EndMeasure,car2,83
StartMeasure,car3,98
EndMeasure,car3,100
StartMeasure,car4,75
EndMeasure,car4,79
StartMeasure,car5,108
EndMeasure,car5,113
StartMeasure,car6,79
EndMeasure,car6,80
StartMeasure,car7,75
EndMeasure,car7,77
StartMeasure,car8,123
EndMeasure,car8,132
StartMeasure,car9,77
EndMeasure,car9,85
StartMeasure,car0,114
EndMeasure,car0,118
StartMeasure,car1,121
EndMeasure,car1,126
StartMeasure,car2,92
EndMeasure,car2,94
StartMeasure,car3,109
EndMeasure,car3,113
StartMeasure,car4,86
EndMeasure,car4,87
StartMeasure,car5,116
EndMeasure,car5,116
StartMeasure,car6,82
EndMeasure,car6,83
StartMeasure,car7,80
EndMeasure,car7,83
StartMeasure,car8,77
EndMeasure,car8,83
StartMeasure,car9,90
EndMeasure,car9,98
StartMeasure,car0,121
EndMeasure,car0,126
StartMeasure,car1,75
EndMeasure,car1,83
StartMeasure,car2,98
EndMeasure,car2,102
StartMeasure,car3,119
EndMeasure,car3,123
StartMeasure,car4,94
EndMeasure,car4,95
StartMeasure,car5,119
EndMeasure,car5,124
StartMeasure,car6,91
EndMeasure,car6,94
StartMeasure,car7,86
EndMeasure,car7,88
StartMeasure,car8,87
EndMeasure,car8,96
StartMeasure,car9,107
EndMeasure,car9,114
StartMeasure,car0,71
EndMeasure,car0,74
StartMeasure,car1,92
EndMeasure,car1,94
StartMeasure,car2,110
EndMeasure,car2,118
StartMeasure,car3,71
EndMeasure,car3,79
StartMeasure,car4,101
EndMeasure,car4,103
StartMeasure,car5,78
EndMeasure,car5,81
StartMeasure,car6,98
EndMeasure,car6,104
StartMeasure,car7,88
EndMeasure,car7,97
StartMeasure,car8,99
EndMeasure,car8,107
StartMeasure,car9,121
EndMeasure,car9,125
StartMeasure,car0,80
EndMeasure,car0,80
StartMeasure,car1,97
EndMeasure,car1,101
StartMeasure,car2,119
EndMeasure,car2,125
StartMeasure,car3,86
EndMeasure,car3,95
StartMeasure,car4,106
EndMeasure,car4,106
StartMeasure,car5,83
EndMeasure,car5,91
StartMeasure,car6,105
EndMeasure,car6,114
StartMeasure,car7,99
EndMeasure,car7,102
StartMeasure,car8,110
EndMeasure,car8,116
StartMeasure,car9,71
EndMeasure,car9,78
StartMeasure,car0,84
EndMeasure,car0,85
StartMeasure,car1,105
EndMeasure,car1,112
StartMeasure,car2,77
EndMeasure,car2,79
StartMeasure,car3,98
EndMeasure,car3,102
StartMeasure,car4,111
EndMeasure,car4,117
StartMeasure,car5,98
EndMeasure,car5,101
StartMeasure,car6,118
EndMeasure,car6,119
StartMeasure,car7,110
EndMeasure,car7,117
StartMeasure,car8,121
EndMeasure,car8,128
StartMeasure,car9,79
EndMeasure,car9,88
StartMeasure,car0,85
EndMeasure,car0,88
StartMeasure,car1,117
EndMeasure,car1,122
StartMeasure,car2,83
EndMeasure,car2,85
StartMeasure,car3,103
EndMeasure,car3,111
StartMeasure,car4,119
EndMeasure,car4,127
StartMeasure,car5,103
EndMeasure,car5,103
StartMeasure,car6,122
EndMeasure,car6,124
StartMeasure,car7,123
EndMeasure,car7,125
StartMeasure,car8,79
EndMeasure,car8,81
StartMeasure,car9,96
EndMeasure,car9,98
StartMeasure,car0,97
EndMeasure,car0,106
StartMeasure,car1,79
EndMeasure,car1,80
StartMeasure,car2,89
EndMeasure,car2,93
StartMeasure,car3,111
EndMeasure,car3,120
StartMeasure,car4,78
EndMeasure,car4,79
StartMeasure,car5,105
EndMeasure,car5,111
StartMeasure,car6,71
EndMeasure,car6,79
StartMeasure,car7,76
EndMeasure,car7,85
StartMeasure,car8,90
EndMeasure,car8,94
StartMeasure,car9,102
EndMeasure,car9,104
StartMeasure,car0,109
EndMeasure,car0,116
StartMeasure,car1,84
EndMeasure,car1,88
StartMeasure,car2,102
EndMeasure,car2,110
StartMeasure,car3,123
EndMeasure,car3,123
StartMeasure,car4,81
EndMeasure,car4,81
StartMeasure,car5,117
EndMeasure,car5,119
StartMeasure,car6,86
EndMeasure,car6,94
StartMeasure,car7,90
EndMeasure,car7,98
StartMeasure,car8,96
EndMeasure,car8,105
StartMeasure,car9,110
EndMeasure,car9,113
StartMeasure,car0,121
EndMeasure,car0,130
StartMeasure,car1,91
EndMeasure,car1,97
StartMeasure,car2,119
EndMeasure,car2,124
StartMeasure,car3,79
EndMeasure,car3,86
StartMeasure,car4,87
EndMeasure,car4,96
StartMeasure,car5,128
EndMeasure,car5,136
StartMeasure,car6,95
EndMeasure,car6,97
StartMeasure,car7,99
EndMeasure,car7,108
StartMeasure,car8,110
EndMeasure,car8,112
StartMeasure,car9,119
EndMeasure,car9,121
StartMeasure,car0,79
EndMeasure,car0,79
StartMeasure,car1,100
EndMeasure,car1,101
StartMeasure,car2,70
EndMeasure,car2,75
StartMeasure,car3,93
EndMeasure,car3,94
StartMeasure,car4,96
EndMeasure,car4,102
StartMeasure,car5,77
EndMeasure,car5,78
StartMeasure,car6,97
EndMeasure,car6,101
StartMeasure,car7,113
EndMeasure,car7,117
StartMeasure,car8,118
EndMeasure,car8,127
StartMeasure,car9,74
EndMeasure,car9,79
StartMeasure,car0,84
EndMeasure,car0,84
StartMeasure,car1,109
EndMeasure,car1,110
StartMeasure,car2,80
EndMeasure,car2,84
StartMeasure,car3,102
EndMeasure,car3,111
StartMeasure,car4,106
EndMeasure,car4,109
StartMeasure,car5,78
EndMeasure,car5,81
StartMeasure,car6,109
EndMeasure,car6,118
StartMeasure,car7,118
EndMeasure,car7,127
StartMeasure,car8,75
EndMeasure,car8,77
StartMeasure,car9,82
EndMeasure,car9,82
StartMeasure,car0,93
EndMeasure,car0,94
StartMeasure,car1,118
EndMeasure,car1,120
StartMeasure,car2,90
EndMeasure,car2,91
StartMeasure,car3,120
EndMeasure,car3,125
StartMeasure,car4,114
EndMeasure,car4,117
StartMeasure,car5,87
EndMeasure,car5,94
StartMeasure,car6,120
EndMeasure,car6,128
StartMeasure,car7,77
EndMeasure,car7,86
StartMeasure,car8,82
EndMeasure,car8,89
StartMeasure,car9,85
EndMeasure,car9,88
StartMeasure,car0,101
EndMeasure,car0,103
StartMeasure,car1,123
EndMeasure,car1,123
StartMeasure,car2,100
EndMeasure,car2,107
StartMeasure,car3,75
EndMeasure,car3,81
StartMeasure,car4,118
EndMeasure,car4,123
StartMeasure,car5,97
EndMeasure,car5,97
StartMeasure,car6,70
EndMeasure,car6,72
StartMeasure,car7,88
EndMeasure,car7,95
StartMeasure,car8,96
EndMeasure,car8,97
StartMeasure,car9,90
EndMeasure,car9,96
StartMeasure,car0,105
EndMeasure,car0,105
StartMeasure,car1,77
EndMeasure,car1,84
StartMeasure,car2,116
EndMeasure,car2,117
StartMeasure,car3,86
EndMeasure,car3,87
StartMeasure,car4,77
EndMeasure,car4,86
StartMeasure,car5,101
EndMeasure,car5,106
StartMeasure,car6,75
EndMeasure,car6,84
StartMeasure,car7,100
EndMeasure,car7,105
StartMeasure,car8,100
EndMeasure,car8,108
StartMeasure,car9,101
EndMeasure,car9,105
StartMeasure,car0,110
EndMeasure,car0,110
StartMeasure,car1,92
EndMeasure,car1,97
StartMeasure,car2,118
EndMeasure,car2,124
StartMeasure,car3,95
EndMeasure,car3,102
StartMeasure,car4,88
EndMeasure,car4,91
StartMeasure,car5,114
EndMeasure,car5,120
StartMeasure,car6,85
EndMeasure,car6,88
StartMeasure,car7,110
EndMeasure,car7,110
StartMeasure,car8,109
EndMeasure,car8,112
StartMeasure,car9,114
EndMeasure,car9,114
StartMeasure,car0,118
EndMeasure,car0,127
StartMeasure,car1,100
EndMeasure,car1,103
StartMeasure,car2,79
EndMeasure,car2,84
StartMeasure,car3,103
EndMeasure,car3,110
StartMeasure,car4,98
EndMeasure,car4,105
StartMeasure,car5,128
EndMeasure,car5,130
StartMeasure,car6,94
EndMeasure,car6,100
StartMeasure,car7,114
EndMeasure,car7,116
StartMeasure,car8,119
EndMeasure,car8,124
StartMeasure,car9,121
EndMeasure,car9,122
StartMeasure,car0,77
EndMeasure,car0,82
StartMeasure,car1,109
EndMeasure,car1,113
StartMeasure,car2,87
EndMeasure,car2,90
StartMeasure,car3,110
EndMeasure,car3,119
StartMeasure,car4,113
EndMeasure,car4,117
StartMeasure,car5,73
EndMeasure,car5,73
StartMeasure,car6,105
EndMeasure,car6,109
StartMeasure,car7,124
EndMeasure,car7,128
StartMeasure,car8,78
EndMeasure,car8,84
StartMeasure,car9,70
EndMeasure,car9,75
StartMeasure,car0,82
EndMeasure,car0,88
StartMeasure,car1,121
EndMeasure,car1,121
StartMeasure,car2,91
EndMeasure,car2,97
StartMeasure,car3,124
EndMeasure,car3,129
StartMeasure,car4,118
EndMeasure,car4,126
StartMeasure,car5,75
EndMeasure,car5,77
StartMeasure,car6,110
EndMeasure,car6,115
StartMeasure,car7,76
EndMeasure,car7,78
StartMeasure,car8,91
EndMeasure,car8,91
StartMeasure,car9,84
EndMeasure,car9,89
StartMeasure,car0,96
EndMeasure,car0,99
StartMeasure,car1,76
EndMeasure,car1,85
StartMeasure,car2,102
EndMeasure,car2,104
StartMeasure,car3,71
EndMeasure,car3,77
StartMeasure,car4,75
EndMeasure,car4,78
StartMeasure,car5,83
EndMeasure,car5,86
StartMeasure,car6,123
EndMeasure,car6,126
StartMeasure,car7,83
EndMeasure,car7,84
StartMeasure,car8,96
EndMeasure,car8,97
StartMeasure,car9,96
EndMeasure,car9,100
StartMeasure,car0,108
EndMeasure,car0,108
StartMeasure,car1,86
EndMeasure,car1,94
StartMeasure,car2,110
EndMeasure,car2,111
StartMeasure,car3,78
EndMeasure,car3,85
StartMeasure,car4,78
EndMeasure,car4,80
StartMeasure,car5,86
EndMeasure,car5,92
StartMeasure,car6,77
EndMeasure,car6,78
StartMeasure,car7,92
EndMeasure,car7,94
StartMeasure,car8,100
EndMeasure,car8,106
StartMeasure,car9,106
EndMeasure,car9,114
StartMeasure,car0,115
EndMeasure,car0,121
StartMeasure,car1,97
EndMeasure,car1,101
StartMeasure,car2,117
EndMeasure,car2,125
StartMeasure,car3,89
EndMeasure,car3,97
StartMeasure,car4,80
EndMeasure,car4,84
StartMeasure,car5,94
EndMeasure,car5,103
StartMeasure,car6,81
EndMeasure,car6,85
StartMeasure,car7,99
EndMeasure,car7,102
StartMeasure,car8,113
EndMeasure,car8,119
StartMeasure,car9,114
EndMeasure,car9,115
StartMeasure,car0,75
EndMeasure,car0,75
StartMeasure,car1,101
EndMeasure,car1,106
StartMeasure,car2,74
EndMeasure,car2,78
StartMeasure,car3,102
EndMeasure,car3,105
StartMeasure,car4,86
EndMeasure,car4,87
StartMeasure,car5,111
EndMeasure,car5,112
StartMeasure,car6,90
EndMeasure,car6,94
StartMeasure,car7,111
EndMeasure,car7,112
StartMeasure,car8,126
EndMeasure,car8,127
StartMeasure,car9,118
EndMeasure,car9,126
StartMeasure,car0,76
EndMeasure,car0,85
StartMeasure,car1,114
EndMeasure,car1,122
StartMeasure,car2,80
EndMeasure,car2,84
StartMeasure,car3,110
EndMeasure,car3,112
StartMeasure,car4,92
EndMeasure,car4,100
StartMeasure,car5,114
EndMeasure,car5,116
StartMeasure,car6,98
EndMeasure,car6,106
StartMeasure,car7,114
EndMeasure,car7,123
StartMeasure,car8,72
EndMeasure,car8,75
StartMeasure,car9,77
EndMeasure,car9,80
StartMeasure,car0,88
EndMeasure,car0,89
StartMeasure,car1,75
EndMeasure,car1,76
StartMeasure,car2,85
EndMeasure,car2,89
StartMeasure,car3,116
EndMeasure,car3,121
StartMeasure,car4,103
EndMeasure,car4,108
StartMeasure,car5,125
EndMeasure,car5,128
StartMeasure,car6,111
EndMeasure,car6,119
StartMeasure,car7,74
EndMeasure,car7,77
StartMeasure,car8,79
EndMeasure,car8,87
StartMeasure,car9,85
EndMeasure,car9,85
StartMeasure,car0,90
EndMeasure,car0,99
StartMeasure,car1,83
EndMeasure,car1,85
StartMeasure,car2,95
EndMeasure,car2,100
StartMeasure,car3,72
EndMeasure,car3,76
StartMeasure,car4,114
EndMeasure,car4,120
StartMeasure,car5,70
EndMeasure,car5,71
StartMeasure,car6,126
EndMeasure,car6,127
StartMeasure,car7,79
EndMeasure,car7,87
StartMeasure,car8,95
EndMeasure,car8,100
StartMeasure,car9,91
EndMeasure,car9,92
StartMeasure,car0,100
EndMeasure,car0,101
StartMeasure,car1,89
EndMeasure,car1,89
StartMeasure,car2,109
EndMeasure,car2,114
StartMeasure,car3,82
EndMeasure,car3,86
StartMeasure,car4,125
EndMeasure,car4,128
StartMeasure,car5,78
EndMeasure,car5,84
StartMeasure,car6,70
EndMeasure,car6,79
StartMeasure,car7,94
EndMeasure,car7,96
StartMeasure,car8,104
EndMeasure,car8,109
StartMeasure,car9,99
EndMeasure,car9,102
StartMeasure,car0,104
EndMeasure,car0,109
StartMeasure,car1,89
EndMeasure,car1,93
StartMeasure,car2,114
EndMeasure,car2,122
StartMeasure,car3,88
EndMeasure,car3,92
StartMeasure,car4,77
EndMeasure,car4,80
StartMeasure,car5,88
EndMeasure,car5,91
StartMeasure,car6,82
EndMeasure,car6,87
StartMeasure,car7,104
EndMeasure,car7,106
StartMeasure,car8,109
EndMeasure,car8,116
StartMeasure,car9,105
EndMeasure,car9,108
StartMeasure,car0,113
EndMeasure,car0,122
StartMeasure,car1,95
EndMeasure,car1,102
StartMeasure,car2,74
EndMeasure,car2,79
StartMeasure,car3,95
EndMeasure,car3,95
StartMeasure,car4,85
EndMeasure,car4,87
StartMeasure,car5,93
EndMeasure,car5,93
StartMeasure,car6,87
EndMeasure,car6,93
StartMeasure,car7,109
EndMeasure,car7,117
StartMeasure,car8,125
EndMeasure,car8,126
StartMeasure,car9,114
EndMeasure,car9,122
StartMeasure,car0,74
EndMeasure,car0,78
StartMeasure,car1,103
EndMeasure,car1,108
StartMeasure,car2,80
EndMeasure,car2,83
StartMeasure,car3,96
EndMeasure,car3,101
StartMeasure,car4,93
EndMeasure,car4,96
StartMeasure,car5,94
EndMeasure,car5,95
StartMeasure,car6,96
EndMeasure,car6,104
StartMeasure,car7,120
EndMeasure,car7,122
StartMeasure,car8,75
EndMeasure,car8,84
StartMeasure,car9,73
EndMeasure,car9,79
StartMeasure,car0,79
EndMeasure,car0,84
StartMeasure,car1,115
EndMeasure,car1,115
StartMeasure,car2,86
EndMeasure,car2,95
